name,accession,frequency,uniprot_url,n_articles,articles,article_links
LEG,Q9FRT8,188,https://www.uniprot.org/uniprotkb/Q9FRT8/entry,128,"[""MED:39886968"", ""MED:39998880"", ""MED:40024963"", ""MED:40053841"", ""MED:40116767"", ""MED:40252144"", ""MED:40287474"", ""MED:40408050"", ""MED:40438591"", ""MED:40458530"", ""MED:40471675"", ""MED:40482851"", ""MED:40505834"", ""MED:40537868"", ""MED:40555575"", ""MED:40565464"", ""MED:40565979"", ""MED:40581205"", ""MED:40597295"", ""MED:40608532"", ""MED:40619961"", ""MED:40645547"", ""MED:40652453"", ""MED:40655166"", ""MED:40655169"", ""MED:40730197"", ""MED:40742411"", ""MED:40799306"", ""MED:40843067"", ""MED:40869064"", ""MED:40884506"", ""MED:40894808"", ""MED:40910290"", ""MED:40917202"", ""MED:40923150"", ""MED:40932172"", ""MED:40933939"", ""MED:40968148"", ""MED:40987401"", ""MED:40988978"", ""MED:40990273"", ""MED:40993947"", ""MED:41002956"", ""MED:41007838"", ""MED:41010445"", ""MED:41011980"", ""MED:41019552"", ""MED:41032481"", ""MED:41047117"", ""MED:41057221"", ""MED:41058075"", ""MED:41063544"", ""MED:41079580"", ""MED:41089288"", ""MED:41091718"", ""MED:41094197"", ""MED:41096064"", ""MED:41107910"", ""MED:41122159"", ""MED:41133229"", ""MED:41137228"", ""MED:41138577"", ""MED:41139017"", ""MED:41149695"", ""MED:41151834"", ""MED:41153663"", ""MED:41154464"", ""MED:41155631"", ""MED:41155642"", ""MED:41156143"", ""MED:41164101"", ""MED:41164278"", ""MED:41165878"", ""MED:41171107"", ""MED:41174795"", ""MED:41185854"", ""MED:41203045"", ""MED:41215755"", ""MED:41219986"", ""MED:41226484"", ""MED:41227041"", ""MED:41228448"", ""MED:41236635"", ""MED:41239573"", ""MED:41243295"", ""MED:41244482"", ""MED:41248895"", ""MED:41249132"", ""MED:41255523"", ""MED:41262444"", ""MED:41268159"", ""MED:41278449"", ""MED:41281938"", ""MED:41286427"", ""MED:41291197"", ""MED:41294822"", ""MED:41296660"", ""MED:41296934"", ""MED:41298583"", ""MED:41301440"", ""MED:41305647"", ""MED:41311224"", ""MED:41312179"", ""MED:41321496"", ""MED:41329658"", ""MED:41341358"", ""MED:41344603"", ""MED:41356006"", ""MED:41361331"", ""MED:41371040"", ""MED:41373697"", ""MED:41373704"", ""MED:41373743"", ""MED:41373990"", ""MED:41373994"", ""MED:41376626"", ""MED:41378249"", ""MED:41388677"", ""MED:41398803"", ""MED:41402213"", ""MED:41409607"", ""PMC:PMC12348521"", ""PPR:PPR1033808"", ""PPR:PPR1059992"", ""PPR:PPR1065816"", ""PPR:PPR1117694"", ""PPR:PPR1124206"", ""PPR:PPR1132243""]","[{""articleIdToken"": ""MED:39886968"", ""primary_url"": ""https://doi.org/10.3892/mmr.2025.13440""}, {""articleIdToken"": ""MED:39998880"", ""primary_url"": ""https://doi.org/10.1097/MOG.0000000000001083""}, {""articleIdToken"": ""MED:40024963"", ""primary_url"": ""https://doi.org/10.1007/s12672-025-01878-9""}, {""articleIdToken"": ""MED:40053841"", ""primary_url"": ""https://doi.org/10.1667/RADE-23-00223.1""}, {""articleIdToken"": ""MED:40116767"", ""primary_url"": ""https://doi.org/10.1080/14728222.2025.2482563""}, {""articleIdToken"": ""MED:40252144"", ""primary_url"": ""https://doi.org/10.1007/s11030-025-11182-x""}, {""articleIdToken"": ""MED:40287474"", ""primary_url"": ""https://doi.org/10.1038/s41598-025-93890-w""}, {""articleIdToken"": ""MED:40408050"", ""primary_url"": ""https://doi.org/10.1007/s13105-025-01084-9""}, {""articleIdToken"": ""MED:40438591"", ""primary_url"": ""https://doi.org/10.3389/fphar.2025.1571480""}, {""articleIdToken"": ""MED:40458530"", ""primary_url"": ""https://doi.org/10.2147/dmso.s458654""}, {""articleIdToken"": ""MED:40471675"", ""primary_url"": ""https://doi.org/10.1172/JCI175566""}, {""articleIdToken"": ""MED:40482851"", ""primary_url"": ""https://doi.org/10.1016/j.biocel.2025.106819""}, {""articleIdToken"": ""MED:40505834"", ""primary_url"": ""https://doi.org/10.1016/j.lfs.2025.123808""}, {""articleIdToken"": ""MED:40537868"", ""primary_url"": ""https://doi.org/10.1186/s13098-025-01803-8""}, {""articleIdToken"": ""MED:40555575"", ""primary_url"": ""https://doi.org/10.1016/j.tem.2025.05.002""}, {""articleIdToken"": ""MED:40565464"", ""primary_url"": ""https://doi.org/10.3390/healthcare13121437""}, {""articleIdToken"": ""MED:40565979"", ""primary_url"": ""https://doi.org/10.3390/jcm14124234""}, {""articleIdToken"": ""MED:40581205"", ""primary_url"": ""https://doi.org/10.1016/j.mce.2025.112607""}, {""articleIdToken"": ""MED:40597295"", ""primary_url"": ""https://doi.org/10.1186/s13020-025-01165-3""}, {""articleIdToken"": ""MED:40608532"", ""primary_url"": ""https://doi.org/10.1089/dia.2025.0148""}, {""articleIdToken"": ""MED:40619961"", ""primary_url"": ""https://doi.org/10.3760/cma.j.cn112137-20241211-02800""}, {""articleIdToken"": ""MED:40645547"", ""primary_url"": ""https://doi.org/10.1016/j.ejphar.2025.177937""}, {""articleIdToken"": ""MED:40652453"", ""primary_url"": ""https://doi.org/10.1210/clinem/dgaf288""}, {""articleIdToken"": ""MED:40655166"", ""primary_url"": ""https://doi.org/10.2147/DMSO.S513449""}, {""articleIdToken"": ""MED:40655169"", ""primary_url"": ""https://doi.org/10.2147/DMSO.S523668""}, {""articleIdToken"": ""MED:40730197"", ""primary_url"": ""https://doi.org/10.2337/dci25-0031""}, {""articleIdToken"": ""MED:40742411"", ""primary_url"": ""https://doi.org/10.1007/s00210-025-04467-3""}, {""articleIdToken"": ""MED:40799306"", ""primary_url"": ""https://doi.org/10.2147/DMSO.S535103""}, {""articleIdToken"": ""MED:40843067"", ""primary_url"": ""https://doi.org/10.1177/20420188251355411""}, {""articleIdToken"": ""MED:40869064"", ""primary_url"": ""https://doi.org/10.3390/ijms26167744""}, {""articleIdToken"": ""MED:40884506"", ""primary_url"": ""https://doi.org/10.1021/acs.jafc.4c07776""}, {""articleIdToken"": ""MED:40894808"", ""primary_url"": ""https://doi.org/10.2147/DMSO.S546772""}, {""articleIdToken"": ""MED:40910290"", ""primary_url"": ""https://doi.org/10.2174/0113894501398624250819070004""}, {""articleIdToken"": ""MED:40917202"", ""primary_url"": ""https://doi.org/10.17476/jmbs.2025.14.2.124""}, {""articleIdToken"": ""MED:40923150"", ""primary_url"": ""https://doi.org/10.1039/d5an00274e""}, {""articleIdToken"": ""MED:40932172"", ""primary_url"": ""https://doi.org/10.1530/JME-25-0053""}, {""articleIdToken"": ""MED:40933939"", ""primary_url"": ""https://doi.org/10.12998/wjcc.v13.i29.111096""}, {""articleIdToken"": ""MED:40968148"", ""primary_url"": ""https://doi.org/10.1038/s12276-025-01553-7""}, {""articleIdToken"": ""MED:40987401"", ""primary_url"": ""https://doi.org/10.1016/j.diabres.2025.112911""}, {""articleIdToken"": ""MED:40988978"", ""primary_url"": ""https://doi.org/10.2147/DMSO.S528780""}, {""articleIdToken"": ""MED:40990273"", ""primary_url"": ""https://doi.org/10.2174/0118715303381483250629164853""}, {""articleIdToken"": ""MED:40993947"", ""primary_url"": ""https://doi.org/10.2174/011871529X398468250910225946""}, {""articleIdToken"": ""MED:41002956"", ""primary_url"": ""https://doi.org/10.3390/metabo15090572""}, {""articleIdToken"": ""MED:41007838"", ""primary_url"": ""https://doi.org/10.3390/biomedicines13092278""}, {""articleIdToken"": ""MED:41010445"", ""primary_url"": ""https://doi.org/10.3390/nu17182919""}, {""articleIdToken"": ""MED:41011980"", ""primary_url"": ""https://doi.org/10.3390/plants14182828""}, {""articleIdToken"": ""MED:41019552"", ""primary_url"": ""https://doi.org/10.3389/fnut.2025.1659233""}, {""articleIdToken"": ""MED:41032481"", ""primary_url"": ""https://doi.org/10.1371/journal.pone.0332038""}, {""articleIdToken"": ""MED:41047117"", ""primary_url"": ""https://doi.org/10.1016/j.molmet.2025.102265""}, {""articleIdToken"": ""MED:41057221"", ""primary_url"": ""https://doi.org/10.1002/dmrr.70094""}, {""articleIdToken"": ""MED:41058075"", ""primary_url"": ""https://doi.org/10.1210/clinem/dgaf516""}, {""articleIdToken"": ""MED:41063544"", ""primary_url"": ""https://doi.org/10.1002/ptr.70107""}, {""articleIdToken"": ""MED:41079580"", ""primary_url"": ""https://doi.org/10.3389/fcvm.2025.1678992""}, {""articleIdToken"": ""MED:41089288"", ""primary_url"": ""https://doi.org/10.3389/fendo.2025.1663353""}, {""articleIdToken"": ""MED:41091718"", ""primary_url"": ""https://doi.org/10.1371/journal.pone.0334213""}, {""articleIdToken"": ""MED:41094197"", ""primary_url"": ""https://doi.org/10.1007/s11259-025-10926-2""}, {""articleIdToken"": ""MED:41096064"", ""primary_url"": ""https://doi.org/10.3390/jcm14196985""}, {""articleIdToken"": ""MED:41107910"", ""primary_url"": ""https://doi.org/10.1186/s41043-025-01102-y""}, {""articleIdToken"": ""MED:41122159"", ""primary_url"": ""https://doi.org/10.14744/hf.2025.17142""}, {""articleIdToken"": ""MED:41133229"", ""primary_url"": ""https://doi.org/10.3389/fendo.2025.1652703""}, {""articleIdToken"": ""MED:41137228"", ""primary_url"": ""https://doi.org/10.1097/MD.0000000000045369""}, {""articleIdToken"": ""MED:41138577"", ""primary_url"": ""https://doi.org/10.1016/j.phymed.2025.157400""}, {""articleIdToken"": ""MED:41139017"", ""primary_url"": ""https://doi.org/10.1016/j.jare.2025.10.032""}, {""articleIdToken"": ""MED:41149695"", ""primary_url"": ""https://doi.org/10.3390/pediatric17050104""}, {""articleIdToken"": ""MED:41151834"", ""primary_url"": ""https://doi.org/10.1111/jne.70104""}, {""articleIdToken"": ""MED:41153663"", ""primary_url"": ""https://doi.org/10.3390/biomedicines13102376""}, {""articleIdToken"": ""MED:41154464"", ""primary_url"": ""https://doi.org/10.3390/antiox14101155""}, {""articleIdToken"": ""MED:41155631"", ""primary_url"": ""https://doi.org/10.3390/ph18101516""}, {""articleIdToken"": ""MED:41155642"", ""primary_url"": ""https://doi.org/10.3390/ph18101527""}, {""articleIdToken"": ""MED:41156143"", ""primary_url"": ""https://doi.org/10.3390/jcm14207273""}, {""articleIdToken"": ""MED:41164101"", ""primary_url"": ""https://doi.org/10.18773/austprescr.2025.045""}, {""articleIdToken"": ""MED:41164278"", ""primary_url"": ""https://doi.org/10.18699/vjgb-25-88""}, {""articleIdToken"": ""MED:41165878"", ""primary_url"": ""https://doi.org/10.1007/s00018-025-05836-0""}, {""articleIdToken"": ""MED:41171107"", ""primary_url"": ""https://doi.org/10.1152/ajpcell.00716.2025""}, {""articleIdToken"": ""MED:41174795"", ""primary_url"": ""https://doi.org/10.1186/s40001-025-03288-7""}, {""articleIdToken"": ""MED:41185854"", ""primary_url"": ""https://doi.org/10.2147/DMSO.S555108""}, {""articleIdToken"": ""MED:41203045"", ""primary_url"": ""https://doi.org/10.1016/j.jconrel.2025.114387""}, {""articleIdToken"": ""MED:41215755"", ""primary_url"": ""https://doi.org/10.2147/DMSO.S550262""}, {""articleIdToken"": ""MED:41219986"", ""primary_url"": ""https://doi.org/10.1186/s13690-025-01762-6""}, {""articleIdToken"": ""MED:41226484"", ""primary_url"": ""https://doi.org/10.3390/ijms262110445""}, {""articleIdToken"": ""MED:41227041"", ""primary_url"": ""https://doi.org/10.3390/jcm14217648""}, {""articleIdToken"": ""MED:41228448"", ""primary_url"": ""https://doi.org/10.3390/nu17213375""}, {""articleIdToken"": ""MED:41236635"", ""primary_url"": ""https://doi.org/10.1007/s11130-025-01435-3""}, {""articleIdToken"": ""MED:41239573"", ""primary_url"": ""https://doi.org/10.1002/cph4.70072""}, {""articleIdToken"": ""MED:41243295"", ""primary_url"": ""https://doi.org/10.4093/dmj.2025.0978""}, {""articleIdToken"": ""MED:41244482"", ""primary_url"": ""https://doi.org/10.1021/acsomega.5c01220""}, {""articleIdToken"": ""MED:41248895"", ""primary_url"": ""https://doi.org/10.1097/CRD.0000000000001113""}, {""articleIdToken"": ""MED:41249132"", ""primary_url"": ""https://doi.org/10.1038/s41467-025-64985-9""}, {""articleIdToken"": ""MED:41255523"", ""primary_url"": ""https://doi.org/10.3389/fendo.2025.1710511""}, {""articleIdToken"": ""MED:41262444"", ""primary_url"": ""https://doi.org/10.3389/fmed.2025.1705723""}, {""articleIdToken"": ""MED:41268159"", ""primary_url"": ""https://doi.org/10.3389/fendo.2025.1633377""}, {""articleIdToken"": ""MED:41278449"", ""primary_url"": ""https://doi.org/10.4239/wjd.v16.i11.112847""}, {""articleIdToken"": ""MED:41281938"", ""primary_url"": ""https://doi.org/10.1016/j.omtn.2025.102752""}, {""articleIdToken"": ""MED:41286427"", ""primary_url"": ""https://doi.org/10.1038/s41366-025-01946-8""}, {""articleIdToken"": ""MED:41291197"", ""primary_url"": ""https://doi.org/10.1038/s42003-025-09061-0""}, {""articleIdToken"": ""MED:41294822"", ""primary_url"": ""https://doi.org/10.3390/cells14221769""}, {""articleIdToken"": ""MED:41296660"", ""primary_url"": ""https://doi.org/10.1159/000549194""}, {""articleIdToken"": ""MED:41296934"", ""primary_url"": ""https://doi.org/10.14336/AD.2025.1108""}, {""articleIdToken"": ""MED:41298583"", ""primary_url"": ""https://doi.org/10.1038/s41598-025-26217-4""}, {""articleIdToken"": ""MED:41301440"", ""primary_url"": ""https://doi.org/10.3390/biom15111522""}, {""articleIdToken"": ""MED:41305647"", ""primary_url"": ""https://doi.org/10.3390/nu17223597""}, {""articleIdToken"": ""MED:41311224"", ""primary_url"": ""https://doi.org/10.1111/dom.70310""}, {""articleIdToken"": ""MED:41312179"", ""primary_url"": ""https://doi.org/10.1210/jcemcr/luaf266""}, {""articleIdToken"": ""MED:41321496"", ""primary_url"": ""https://doi.org/10.3389/fphys.2025.1627607""}, {""articleIdToken"": ""MED:41329658"", ""primary_url"": ""https://doi.org/10.1371/journal.pone.0337215""}, {""articleIdToken"": ""MED:41341358"", ""primary_url"": ""https://doi.org/10.7759/cureus.95914""}, {""articleIdToken"": ""MED:41344603"", ""primary_url"": ""https://doi.org/10.1016/j.vph.2025.107563""}, {""articleIdToken"": ""MED:41356006"", ""primary_url"": ""https://doi.org/10.3389/fendo.2025.1708565""}, {""articleIdToken"": ""MED:41361331"", ""primary_url"": ""https://doi.org/10.1186/s12916-025-04560-7""}, {""articleIdToken"": ""MED:41371040"", ""primary_url"": ""https://doi.org/10.1016/j.biopha.2025.118848""}, {""articleIdToken"": ""MED:41373697"", ""primary_url"": ""https://doi.org/10.3390/ijms262311547""}, {""articleIdToken"": ""MED:41373704"", ""primary_url"": ""https://doi.org/10.3390/ijms262311552""}, {""articleIdToken"": ""MED:41373743"", ""primary_url"": ""https://doi.org/10.3390/ijms262311590""}, {""articleIdToken"": ""MED:41373990"", ""primary_url"": ""https://doi.org/10.3390/nu17233699""}, {""articleIdToken"": ""MED:41373994"", ""primary_url"": ""https://doi.org/10.3390/nu17233704""}, {""articleIdToken"": ""MED:41376626"", ""primary_url"": ""https://doi.org/10.3389/fimmu.2025.1692742""}, {""articleIdToken"": ""MED:41378249"", ""primary_url"": ""https://doi.org/10.4331/wjbc.v16.i4.109509""}, {""articleIdToken"": ""MED:41388677"", ""primary_url"": ""https://doi.org/10.1080/07853890.2025.2565437""}, {""articleIdToken"": ""MED:41398803"", ""primary_url"": ""https://doi.org/10.1097/MD.0000000000046446""}, {""articleIdToken"": ""MED:41402213"", ""primary_url"": ""https://doi.org/10.1016/j.jacl.2025.10.076""}, {""articleIdToken"": ""MED:41409607"", ""primary_url"": ""https://doi.org/10.3389/fendo.2025.1731725""}, {""articleIdToken"": ""PPR:PPR1033808"", ""primary_url"": ""https://www.researchsquare.com/article/rs-6768173/latest.pdf""}, {""articleIdToken"": ""PPR:PPR1059992"", ""primary_url"": ""https://doi.org/10.1101/2025.07.16.25331410""}, {""articleIdToken"": ""PPR:PPR1065816"", ""primary_url"": ""https://doi.org/10.20944/preprints202508.0562.v1""}, {""articleIdToken"": ""PPR:PPR1117694"", ""primary_url"": ""https://doi.org/10.1101/2025.11.11.687241""}, {""articleIdToken"": ""PPR:PPR1124206"", ""primary_url"": ""https://doi.org/10.1101/2025.11.21.689654""}, {""articleIdToken"": ""PPR:PPR1132243"", ""primary_url"": ""https://doi.org/10.20944/preprints202512.0850.v1""}]"
OB,Q1XG29,125,https://www.uniprot.org/uniprotkb/Q1XG29/entry,54,"[""AGR:IND608956971"", ""MED:39761818"", ""MED:40449057"", ""MED:40511242"", ""MED:40518865"", ""MED:40541330"", ""MED:40565464"", ""MED:40630101"", ""MED:40669332"", ""MED:40683112"", ""MED:40801312"", ""MED:40869064"", ""MED:40884426"", ""MED:40923150"", ""MED:40931417"", ""MED:40946798"", ""MED:40965347"", ""MED:40988978"", ""MED:41007770"", ""MED:41016636"", ""MED:41040559"", ""MED:41058075"", ""MED:41078902"", ""MED:41096064"", ""MED:41108224"", ""MED:41131939"", ""MED:41137951"", ""MED:41151834"", ""MED:41153538"", ""MED:41153663"", ""MED:41155523"", ""MED:41155642"", ""MED:41158939"", ""MED:41201620"", ""MED:41204250"", ""MED:41223857"", ""MED:41246338"", ""MED:41269201"", ""MED:41271970"", ""MED:41282294"", ""MED:41301434"", ""MED:41301707"", ""MED:41302116"", ""MED:41312179"", ""MED:41321496"", ""MED:41334630"", ""MED:41337847"", ""MED:41359762"", ""MED:41370228"", ""MED:41373743"", ""MED:41375608"", ""MED:41409607"", ""PPR:PPR1088260"", ""PPR:PPR1092217""]","[{""articleIdToken"": ""MED:39761818"", ""primary_url"": ""https://doi.org/10.1210/clinem/dgae916""}, {""articleIdToken"": ""MED:40449057"", ""primary_url"": ""https://doi.org/10.1016/j.semerg.2025.102526""}, {""articleIdToken"": ""MED:40511242"", ""primary_url"": ""https://doi.org/10.4103/jpbs.jpbs_539_25""}, {""articleIdToken"": ""MED:40518865"", ""primary_url"": ""https://doi.org/10.1002/oby.24321""}, {""articleIdToken"": ""MED:40541330"", ""primary_url"": ""https://doi.org/10.1016/j.neuron.2025.05.026""}, {""articleIdToken"": ""MED:40565464"", ""primary_url"": ""https://doi.org/10.3390/healthcare13121437""}, {""articleIdToken"": ""MED:40630101"", ""primary_url"": ""https://doi.org/10.3389/fendo.2025.1592683""}, {""articleIdToken"": ""MED:40669332"", ""primary_url"": ""https://doi.org/10.1016/j.bbrc.2025.152321""}, {""articleIdToken"": ""MED:40683112"", ""primary_url"": ""https://doi.org/10.1016/j.atherosclerosis.2025.120424""}, {""articleIdToken"": ""MED:40801312"", ""primary_url"": ""https://doi.org/10.1080/1028415X.2025.2544609""}, {""articleIdToken"": ""MED:40869064"", ""primary_url"": ""https://doi.org/10.3390/ijms26167744""}, {""articleIdToken"": ""MED:40884426"", ""primary_url"": ""https://doi.org/10.1080/01480545.2025.2553869""}, {""articleIdToken"": ""MED:40923150"", ""primary_url"": ""https://doi.org/10.1039/d5an00274e""}, {""articleIdToken"": ""MED:40931417"", ""primary_url"": ""https://doi.org/10.1002/oby.70027""}, {""articleIdToken"": ""MED:40946798"", ""primary_url"": ""https://doi.org/10.1016/j.ajpath.2025.08.009""}, {""articleIdToken"": ""MED:40965347"", ""primary_url"": ""https://doi.org/10.1002/edm2.70109""}, {""articleIdToken"": ""MED:40988978"", ""primary_url"": ""https://doi.org/10.2147/DMSO.S528780""}, {""articleIdToken"": ""MED:41007770"", ""primary_url"": ""https://doi.org/10.3390/biomedicines13092208""}, {""articleIdToken"": ""MED:41016636"", ""primary_url"": ""https://doi.org/10.1016/j.jbc.2025.110768""}, {""articleIdToken"": ""MED:41040559"", ""primary_url"": ""https://doi.org/10.1016/j.jds.2025.07.009""}, {""articleIdToken"": ""MED:41058075"", ""primary_url"": ""https://doi.org/10.1210/clinem/dgaf516""}, {""articleIdToken"": ""MED:41078902"", ""primary_url"": ""https://doi.org/10.5114/aoms/208192""}, {""articleIdToken"": ""MED:41096064"", ""primary_url"": ""https://doi.org/10.3390/jcm14196985""}, {""articleIdToken"": ""MED:41108224"", ""primary_url"": ""https://doi.org/10.1097/MED.0000000000000936""}, {""articleIdToken"": ""MED:41131939"", ""primary_url"": ""https://doi.org/10.1080/17460441.2025.2579124""}, {""articleIdToken"": ""MED:41137951"", ""primary_url"": ""https://doi.org/10.1007/s00018-025-05892-6""}, {""articleIdToken"": ""MED:41151834"", ""primary_url"": ""https://doi.org/10.1111/jne.70104""}, {""articleIdToken"": ""MED:41153538"", ""primary_url"": ""https://doi.org/10.3390/children12101354""}, {""articleIdToken"": ""MED:41153663"", ""primary_url"": ""https://doi.org/10.3390/biomedicines13102376""}, {""articleIdToken"": ""MED:41155523"", ""primary_url"": ""https://doi.org/10.3390/ijms262010234""}, {""articleIdToken"": ""MED:41155642"", ""primary_url"": ""https://doi.org/10.3390/ph18101527""}, {""articleIdToken"": ""MED:41158939"", ""primary_url"": ""https://doi.org/10.3389/fvets.2025.1639055""}, {""articleIdToken"": ""MED:41201620"", ""primary_url"": ""https://doi.org/10.1016/j.drudis.2025.104509""}, {""articleIdToken"": ""MED:41204250"", ""primary_url"": ""https://doi.org/10.1186/s13072-025-00640-3""}, {""articleIdToken"": ""MED:41223857"", ""primary_url"": ""https://doi.org/10.1016/j.cmet.2025.10.005""}, {""articleIdToken"": ""MED:41246338"", ""primary_url"": ""https://doi.org/10.3389/fimmu.2025.1698207""}, {""articleIdToken"": ""MED:41269201"", ""primary_url"": ""https://doi.org/10.1016/j.jchf.2025.102822""}, {""articleIdToken"": ""MED:41271970"", ""primary_url"": ""https://doi.org/10.1038/s41598-025-25101-5""}, {""articleIdToken"": ""MED:41282294"", ""primary_url"": ""https://doi.org/10.3389/fendo.2025.1681766""}, {""articleIdToken"": ""MED:41301434"", ""primary_url"": ""https://doi.org/10.3390/biom15111516""}, {""articleIdToken"": ""MED:41301707"", ""primary_url"": ""https://doi.org/10.3390/biomedicines13112612""}, {""articleIdToken"": ""MED:41302116"", ""primary_url"": ""https://doi.org/10.3390/life15111691""}, {""articleIdToken"": ""MED:41312179"", ""primary_url"": ""https://doi.org/10.1210/jcemcr/luaf266""}, {""articleIdToken"": ""MED:41321496"", ""primary_url"": ""https://doi.org/10.3389/fphys.2025.1627607""}, {""articleIdToken"": ""MED:41334630"", ""primary_url"": ""https://doi.org/10.1080/21623945.2025.2596407""}, {""articleIdToken"": ""MED:41337847"", ""primary_url"": ""https://doi.org/10.1016/j.prp.2025.156312""}, {""articleIdToken"": ""MED:41359762"", ""primary_url"": ""https://doi.org/10.1080/21623945.2025.2596403""}, {""articleIdToken"": ""MED:41370228"", ""primary_url"": ""https://doi.org/10.1093/ejendo/lvaf252""}, {""articleIdToken"": ""MED:41373743"", ""primary_url"": ""https://doi.org/10.3390/ijms262311590""}, {""articleIdToken"": ""MED:41375608"", ""primary_url"": ""https://doi.org/10.3390/jcm14238307""}, {""articleIdToken"": ""MED:41409607"", ""primary_url"": ""https://doi.org/10.3389/fendo.2025.1731725""}, {""articleIdToken"": ""PPR:PPR1088260"", ""primary_url"": ""https://doi.org/10.1101/2025.09.18.25336114""}, {""articleIdToken"": ""PPR:PPR1092217"", ""primary_url"": ""https://doi.org/10.1101/2025.09.26.25336579""}]"
